name,LowerSens,UpperSens,MeanSens,LowerSpec,UpperSpec,MeanSpec,Algs
optimisticCATT_wb+CTC+CATT_4_Dilution,0.428584928237757,0.769992918232317,0.584391490998682,0.999767432940516,0.999830697080458,0.999799058676578,ITM
optimisticCATT_wb+CTC+MaECT+CATT_4_Dilution,0.43024649761018,0.769999440540353,0.584859434420695,0.999767400787646,0.999830644050421,0.999799016087214,ITM
optimisticCATT_wb+CTC+MaECT_bc+CATT_4_Dilution,0.430780228469636,0.769999355559141,0.58494462568088,0.999767400787646,0.999830644050421,0.999799016087214,ITM
optimisticCATT_wb+CTC+QBC+CATT_4_Dilution,0.43024649761018,0.769999440540353,0.584859434420695,0.999767400787646,0.999830644050421,0.999799016087214,ITM
optimisticCATT_wb+MaECT+CATT_4_Dilution,0.429622481919891,0.769998410626003,0.584686237546195,0.999767432940516,0.999830697080458,0.999799058676578,ITM
optimisticCATT_wb+MaECT+MaECT_bc+CATT_4_Dilution,0.43087464585471,0.769999855366966,0.584971447616704,0.999767400787646,0.999830644050421,0.999799016087214,ITM
optimisticCATT_wb+MaECT+QBC+CATT_4_Dilution,0.430570214359006,0.769999874439454,0.584927520873171,0.999767400787646,0.999830644050421,0.999799016087214,ITM
optimisticCATT_wb+MaECT_bc+CATT_4_Dilution,0.430598223893302,0.769998169202105,0.584876396609107,0.999767432940516,0.999830697080458,0.999799058676578,ITM
optimisticCATT_wb+MaECT_bc+QBC+CATT_4_Dilution,0.43087464585471,0.769999855366966,0.584971447616704,0.999767400787646,0.999830644050421,0.999799016087214,ITM
optimisticCATT_wb+QBC+CATT_4_Dilution,0.429622481919891,0.769998410626003,0.584686237546195,0.999767432940516,0.999830697080458,0.999799058676578,ITM
optimisticCATT_wb+CTC+CATT_8_Dilution,0.42388895536673,0.765450500761211,0.57939113442263,0.999864207550352,0.999864285404652,0.999864246477502,ITM
optimisticCATT_wb+CTC+MaECT+CATT_8_Dilution,0.42878135407442,0.769640589560136,0.583704352051628,0.999864143461861,0.999864221290468,0.999864182376164,ITM
optimisticCATT_wb+CTC+MaECT_bc+CATT_8_Dilution,0.430352894938372,0.76958599556927,0.584489593232459,0.999864143461861,0.999864221290468,0.999864182376164,ITM
optimisticCATT_wb+CTC+QBC+CATT_8_Dilution,0.42878135407442,0.769640589560136,0.583704352051628,0.999864143461861,0.999864221290468,0.999864182376164,ITM
optimisticCATT_wb+MaECT+CATT_8_Dilution,0.426943974541901,0.768978947614022,0.582107928686669,0.999864207550352,0.999864285404652,0.999864246477502,ITM
optimisticCATT_wb+MaECT+MaECT_bc+CATT_8_Dilution,0.430630901683313,0.769907084232876,0.584736821510487,0.999864143461861,0.999864221290468,0.999864182376164,ITM
optimisticCATT_wb+MaECT+QBC+CATT_8_Dilution,0.429734520057073,0.769919336861508,0.58433193152662,0.999864143461861,0.999864221290468,0.999864182376164,ITM
optimisticCATT_wb+MaECT_bc+CATT_8_Dilution,0.429816992574721,0.768823851049063,0.583860699179597,0.999864207550352,0.999864285404652,0.999864246477502,ITM
optimisticCATT_wb+MaECT_bc+QBC+CATT_8_Dilution,0.430630901683313,0.769907084232876,0.584736821510487,0.999864143461861,0.999864221290468,0.999864182376164,ITM
optimisticCATT_wb+QBC+CATT_8_Dilution,0.426943974541901,0.768978947614022,0.582107928686669,0.999864207550352,0.999864285404652,0.999864246477502,ITM
optimisticCATT_wb+CTC+CATT_16_Dilution ,0.415972886812712,0.762210055548677,0.574284950194176,0.999906999044497,0.999971636323154,0.99993931121796,ITM
optimisticCATT_wb+CTC+MaECT+CATT_16_Dilution ,0.426311540685566,0.769384594388345,0.582524823494855,0.999906920834813,0.999971536783167,0.999939222345258,ITM
optimisticCATT_wb+CTC+MaECT_bc+CATT_16_Dilution ,0.429632532699957,0.76929111505493,0.58402493046767,0.999906920834813,0.999971536783167,0.999939222345258,ITM
optimisticCATT_wb+CTC+QBC+CATT_16_Dilution ,0.426311540685566,0.769384594388345,0.582524823494855,0.999906920834813,0.999971536783167,0.999939222345258,ITM
optimisticCATT_wb+MaECT+CATT_16_Dilution ,0.422428776390432,0.768251688603254,0.579475052443872,0.999906999044497,0.999971636323154,0.99993931121796,ITM
optimisticCATT_wb+MaECT+MaECT_bc+CATT_16_Dilution ,0.430220018651529,0.769840903662896,0.584497229772392,0.999906920834813,0.999971536783167,0.999939222345258,ITM
optimisticCATT_wb+MaECT+QBC+CATT_16_Dilution ,0.428325778233815,0.769861883399657,0.583723737114534,0.999906920834813,0.999971536783167,0.999939222345258,ITM
optimisticCATT_wb+MaECT_bc+CATT_16_Dilution ,0.428500059780543,0.767986122315141,0.582823505508192,0.999906999044497,0.999971636323154,0.99993931121796,ITM
optimisticCATT_wb+MaECT_bc+QBC+CATT_16_Dilution ,0.430220018651529,0.769840903662896,0.584497229772392,0.999906920834813,0.999971536783167,0.999939222345258,ITM
optimisticCATT_wb+QBC+CATT_16_Dilution ,0.422428776390432,0.768251688603254,0.579475052443872,0.999906999044497,0.999971636323154,0.99993931121796,ITM
optimisticRDT1_SD+CTC+CATT_4_Dilution,0.428923676871423,0.769992056438498,0.584402571133056,0.999767530588281,0.999830825869943,0.999799175062158,ITM
optimisticRDT1_SD+CTC+MaECT+CATT_4_Dilution,0.430352187183884,0.769999372458641,0.584861993931736,0.999767498403187,0.999830772797406,0.999799132434387,ITM
optimisticRDT1_SD+CTC+MaECT_bc+CATT_4_Dilution,0.430811054595299,0.769999277135903,0.584945633973108,0.999767498403187,0.999830772797406,0.999799132434387,ITM
optimisticRDT1_SD+CTC+QBC+CATT_4_Dilution,0.430352187183884,0.769999372458641,0.584861993931736,0.999767498403187,0.999830772797406,0.999799132434387,ITM
optimisticRDT1_SD+MaECT+CATT_4_Dilution,0.42981569869083,0.769998217212049,0.584691950740482,0.999767530588281,0.999830825869943,0.999799175062158,ITM
optimisticRDT1_SD+MaECT+MaECT_bc+CATT_4_Dilution,0.430892228580866,0.769999837766296,0.584971967517384,0.999767498403187,0.999830772797406,0.999799132434387,ITM
optimisticRDT1_SD+MaECT+QBC+CATT_4_Dilution,0.430630497991539,0.769999859159752,0.584928840621051,0.999767498403187,0.999830772797406,0.999799132434387,ITM
optimisticRDT1_SD+MaECT_bc+CATT_4_Dilution,0.430654578784825,0.769997946408816,0.584878647261402,0.999767530588281,0.999830825869943,0.999799175062158,ITM
optimisticRDT1_SD+MaECT_bc+QBC+CATT_4_Dilution,0.430892228580866,0.769999837766296,0.584971967517384,0.999767498403187,0.999830772797406,0.999799132434387,ITM
optimisticRDT1_SD+QBC+CATT_4_Dilution,0.42981569869083,0.769998217212049,0.584691950740482,0.999767530588281,0.999830825869943,0.999799175062158,ITM
optimisticRDT1_SD+CTC+CATT_8_Dilution,0.424886381899189,0.764896863520205,0.579493264356864,0.999864402186101,0.999864441113251,0.999864421649676,ITM
optimisticRDT1_SD+CTC+MaECT+CATT_8_Dilution,0.429092551152547,0.769596852218096,0.583727944066436,0.99986433803338,0.999864376947684,0.999864357490532,ITM
optimisticRDT1_SD+CTC+MaECT_bc+CATT_8_Dilution,0.430443660752826,0.769535614580339,0.584498887056475,0.99986433803338,0.999864376947684,0.999864357490532,ITM
optimisticRDT1_SD+CTC+QBC+CATT_8_Dilution,0.429092551152547,0.769596852218096,0.583727944066436,0.99986433803338,0.999864376947684,0.999864357490532,ITM
optimisticRDT1_SD+MaECT+CATT_8_Dilution,0.427512890589665,0.76885469380141,0.582160589434008,0.999864402186101,0.999864441113251,0.999864421649676,ITM
optimisticRDT1_SD+MaECT+MaECT_bc+CATT_8_Dilution,0.43068267304366,0.769895777135928,0.584741613638495,0.99986433803338,0.999864376947684,0.999864357490532,ITM
optimisticRDT1_SD+MaECT+QBC+CATT_8_Dilution,0.429912021863976,0.769909520810311,0.584344096159256,0.99986433803338,0.999864376947684,0.999864357490532,ITM
optimisticRDT1_SD+MaECT_bc+CATT_8_Dilution,0.429982926421986,0.768680723239598,0.583881444322488,0.999864402186101,0.999864441113251,0.999864421649676,ITM
optimisticRDT1_SD+MaECT_bc+QBC+CATT_8_Dilution,0.43068267304366,0.769895777135928,0.584741613638495,0.99986433803338,0.999864376947684,0.999864357490532,ITM
optimisticRDT1_SD+QBC+CATT_8_Dilution,0.427512890589665,0.76885469380141,0.582160589434008,0.999864402186101,0.999864441113251,0.999864421649676,ITM
optimisticRDT1_SD+CTC+CATT_16_Dilution ,0.418080656088852,0.761262082348275,0.57448005690816,0.99990723656609,0.999971878067352,0.999939554083788,ITM
optimisticRDT1_SD+CTC+MaECT+CATT_16_Dilution ,0.426969164699722,0.769309704505514,0.582569893145785,0.999907158278023,0.99997177844759,0.999939465130941,ITM
optimisticRDT1_SD+CTC+MaECT_bc+CATT_16_Dilution ,0.429824339704086,0.769204849493693,0.584042685178643,0.999907158278023,0.99997177844759,0.999939465130941,ITM
optimisticRDT1_SD+CTC+QBC+CATT_16_Dilution ,0.426969164699722,0.769309704505514,0.582569893145785,0.999907158278023,0.99997177844759,0.999939465130941,ITM
optimisticRDT1_SD+MaECT+CATT_16_Dilution ,0.423631014076274,0.7680389332543,0.57957565434327,0.99990723656609,0.999971878067352,0.999939554083788,ITM
optimisticRDT1_SD+MaECT+MaECT_bc+CATT_16_Dilution ,0.430329422280941,0.769821542926141,0.584506384545237,0.999907158278023,0.99997177844759,0.999939465130941,ITM
optimisticRDT1_SD+MaECT+QBC+CATT_16_Dilution ,0.428700876391797,0.76984507572709,0.583746976153295,0.999907158278023,0.99997177844759,0.999939465130941,ITM
optimisticRDT1_SD+MaECT_bc+CATT_16_Dilution ,0.428850712438913,0.767741049697992,0.58286313655947,0.99990723656609,0.999971878067352,0.999939554083788,ITM
optimisticRDT1_SD+MaECT_bc+QBC+CATT_16_Dilution ,0.430329422280941,0.769821542926141,0.584506384545237,0.999907158278023,0.99997177844759,0.999939465130941,ITM
optimisticRDT1_SD+QBC+CATT_16_Dilution ,0.423631014076274,0.7680389332543,0.57957565434327,0.99990723656609,0.999971878067352,0.999939554083788,ITM
optimisticCATT_wb+CTC+CATT_4_Dilution,0.757432788237757,0.939852518232317,0.864466690998682,0.997568158940516,0.998031291080458,0.997799718676577,Checce
optimisticCATT_wb+CTC+MaECT+CATT_4_Dilution,0.75909435761018,0.939859040540353,0.864934634420695,0.997568126787645,0.998031238050421,0.997799676087214,Checce
optimisticCATT_wb+CTC+MaECT_bc+CATT_4_Dilution,0.759628088469636,0.939858955559141,0.86501982568088,0.997568126787645,0.998031238050421,0.997799676087214,Checce
optimisticCATT_wb+CTC+QBC+CATT_4_Dilution,0.75909435761018,0.939859040540353,0.864934634420695,0.997568126787645,0.998031238050421,0.997799676087214,Checce
optimisticCATT_wb+MaECT+CATT_4_Dilution,0.758470341919891,0.939858010626003,0.864761437546195,0.997568158940516,0.998031291080458,0.997799718676577,Checce
optimisticCATT_wb+MaECT+MaECT_bc+CATT_4_Dilution,0.75972250585471,0.939859455366966,0.865046647616704,0.997568126787645,0.998031238050421,0.997799676087214,Checce
optimisticCATT_wb+MaECT+QBC+CATT_4_Dilution,0.759418074359006,0.939859474439454,0.865002720873171,0.997568126787645,0.998031238050421,0.997799676087214,Checce
optimisticCATT_wb+MaECT_bc+CATT_4_Dilution,0.759446083893301,0.939857769202105,0.864951596609107,0.997568158940516,0.998031291080458,0.997799718676577,Checce
optimisticCATT_wb+MaECT_bc+QBC+CATT_4_Dilution,0.75972250585471,0.939859455366966,0.865046647616704,0.997568126787645,0.998031238050421,0.997799676087214,Checce
optimisticCATT_wb+QBC+CATT_4_Dilution,0.758470341919891,0.939858010626003,0.864761437546195,0.997568158940516,0.998031291080458,0.997799718676577,Checce
optimisticCATT_wb+CTC+CATT_8_Dilution,0.75273681536673,0.935310100761211,0.85946633442263,0.997664933550352,0.998064879404652,0.997864906477502,Checce
optimisticCATT_wb+CTC+MaECT+CATT_8_Dilution,0.75762921407442,0.939500189560136,0.863779552051628,0.997664869461861,0.998064815290468,0.997864842376165,Checce
optimisticCATT_wb+CTC+MaECT_bc+CATT_8_Dilution,0.759200754938372,0.93944559556927,0.864564793232459,0.997664869461861,0.998064815290468,0.997864842376165,Checce
optimisticCATT_wb+CTC+QBC+CATT_8_Dilution,0.75762921407442,0.939500189560136,0.863779552051628,0.997664869461861,0.998064815290468,0.997864842376165,Checce
optimisticCATT_wb+MaECT+CATT_8_Dilution,0.755791834541901,0.938838547614022,0.862183128686669,0.997664933550352,0.998064879404652,0.997864906477502,Checce
optimisticCATT_wb+MaECT+MaECT_bc+CATT_8_Dilution,0.759478761683313,0.939766684232876,0.864812021510487,0.997664869461861,0.998064815290468,0.997864842376165,Checce
optimisticCATT_wb+MaECT+QBC+CATT_8_Dilution,0.758582380057073,0.939778936861508,0.86440713152662,0.997664869461861,0.998064815290468,0.997864842376165,Checce
optimisticCATT_wb+MaECT_bc+CATT_8_Dilution,0.758664852574721,0.938683451049063,0.863935899179597,0.997664933550352,0.998064879404652,0.997864906477502,Checce
optimisticCATT_wb+MaECT_bc+QBC+CATT_8_Dilution,0.759478761683313,0.939766684232876,0.864812021510487,0.997664869461861,0.998064815290468,0.997864842376165,Checce
optimisticCATT_wb+QBC+CATT_8_Dilution,0.755791834541901,0.938838547614022,0.862183128686669,0.997664933550352,0.998064879404652,0.997864906477502,Checce
optimisticCATT_wb+CTC+CATT_16_Dilution ,0.744820746812712,0.932069655548677,0.854360150194176,0.997707725044497,0.998172230323154,0.99793997121796,Checce
optimisticCATT_wb+CTC+MaECT+CATT_16_Dilution ,0.755159400685566,0.939244194388346,0.862600023494855,0.997707646834813,0.998172130783168,0.997939882345258,Checce
optimisticCATT_wb+CTC+MaECT_bc+CATT_16_Dilution ,0.758480392699957,0.939150715054929,0.86410013046767,0.997707646834813,0.998172130783168,0.997939882345258,Checce
optimisticCATT_wb+CTC+QBC+CATT_16_Dilution ,0.755159400685566,0.939244194388346,0.862600023494855,0.997707646834813,0.998172130783168,0.997939882345258,Checce
optimisticCATT_wb+MaECT+CATT_16_Dilution ,0.751276636390432,0.938111288603254,0.859550252443872,0.997707725044497,0.998172230323154,0.99793997121796,Checce
optimisticCATT_wb+MaECT+MaECT_bc+CATT_16_Dilution ,0.759067878651529,0.939700503662896,0.864572429772392,0.997707646834813,0.998172130783168,0.997939882345258,Checce
optimisticCATT_wb+MaECT+QBC+CATT_16_Dilution ,0.757173638233815,0.939721483399657,0.863798937114535,0.997707646834813,0.998172130783168,0.997939882345258,Checce
optimisticCATT_wb+MaECT_bc+CATT_16_Dilution ,0.757347919780542,0.937845722315141,0.862898705508192,0.997707725044497,0.998172230323154,0.99793997121796,Checce
optimisticCATT_wb+MaECT_bc+QBC+CATT_16_Dilution ,0.759067878651529,0.939700503662896,0.864572429772392,0.997707646834813,0.998172130783168,0.997939882345258,Checce
optimisticCATT_wb+QBC+CATT_16_Dilution ,0.751276636390432,0.938111288603254,0.859550252443872,0.997707725044497,0.998172230323154,0.99793997121796,Checce
optimisticRDT1_SD+CTC+CATT_4_Dilution,0.791456336871423,0.932533056438498,0.866934571133056,0.998567926588281,0.998831155869943,0.998699538062158,Checce
optimisticRDT1_SD+CTC+MaECT+CATT_4_Dilution,0.792884847183884,0.932540372458641,0.867393993931736,0.998567894403187,0.998831102797406,0.998699495434387,Checce
optimisticRDT1_SD+CTC+MaECT_bc+CATT_4_Dilution,0.793343714595299,0.932540277135903,0.867477633973108,0.998567894403187,0.998831102797406,0.998699495434387,Checce
optimisticRDT1_SD+CTC+QBC+CATT_4_Dilution,0.792884847183884,0.932540372458641,0.867393993931736,0.998567894403187,0.998831102797406,0.998699495434387,Checce
optimisticRDT1_SD+MaECT+CATT_4_Dilution,0.79234835869083,0.932539217212049,0.867223950740482,0.998567926588281,0.998831155869943,0.998699538062158,Checce
optimisticRDT1_SD+MaECT+MaECT_bc+CATT_4_Dilution,0.793424888580865,0.932540837766296,0.867503967517384,0.998567894403187,0.998831102797406,0.998699495434387,Checce
optimisticRDT1_SD+MaECT+QBC+CATT_4_Dilution,0.793163157991539,0.932540859159752,0.867460840621051,0.998567894403187,0.998831102797406,0.998699495434387,Checce
optimisticRDT1_SD+MaECT_bc+CATT_4_Dilution,0.793187238784825,0.932538946408816,0.867410647261402,0.998567926588281,0.998831155869943,0.998699538062158,Checce
optimisticRDT1_SD+MaECT_bc+QBC+CATT_4_Dilution,0.793424888580865,0.932540837766296,0.867503967517384,0.998567894403187,0.998831102797406,0.998699495434387,Checce
optimisticRDT1_SD+QBC+CATT_4_Dilution,0.79234835869083,0.932539217212049,0.867223950740482,0.998567926588281,0.998831155869943,0.998699538062158,Checce
optimisticRDT1_SD+CTC+CATT_8_Dilution,0.787419041899189,0.927437863520205,0.862025264356864,0.998664798186101,0.998864771113251,0.998764784649676,Checce
optimisticRDT1_SD+CTC+MaECT+CATT_8_Dilution,0.791625211152547,0.932137852218096,0.866259944066436,0.99866473403338,0.998864706947684,0.998764720490532,Checce
optimisticRDT1_SD+CTC+MaECT_bc+CATT_8_Dilution,0.792976320752826,0.932076614580339,0.867030887056475,0.99866473403338,0.998864706947684,0.998764720490532,Checce
optimisticRDT1_SD+CTC+QBC+CATT_8_Dilution,0.791625211152547,0.932137852218096,0.866259944066436,0.99866473403338,0.998864706947684,0.998764720490532,Checce
optimisticRDT1_SD+MaECT+CATT_8_Dilution,0.790045550589665,0.93139569380141,0.864692589434008,0.998664798186101,0.998864771113251,0.998764784649676,Checce
optimisticRDT1_SD+MaECT+MaECT_bc+CATT_8_Dilution,0.793215333043659,0.932436777135928,0.867273613638495,0.99866473403338,0.998864706947684,0.998764720490532,Checce
optimisticRDT1_SD+MaECT+QBC+CATT_8_Dilution,0.792444681863975,0.932450520810311,0.866876096159256,0.99866473403338,0.998864706947684,0.998764720490532,Checce
optimisticRDT1_SD+MaECT_bc+CATT_8_Dilution,0.792515586421986,0.931221723239598,0.866413444322488,0.998664798186101,0.998864771113251,0.998764784649676,Checce
optimisticRDT1_SD+MaECT_bc+QBC+CATT_8_Dilution,0.793215333043659,0.932436777135928,0.867273613638495,0.99866473403338,0.998864706947684,0.998764720490532,Checce
optimisticRDT1_SD+QBC+CATT_8_Dilution,0.790045550589665,0.93139569380141,0.864692589434008,0.998664798186101,0.998864771113251,0.998764784649676,Checce
optimisticRDT1_SD+CTC+CATT_16_Dilution ,0.780613316088852,0.923803082348275,0.85701205690816,0.99870763256609,0.998972208067352,0.998839917083788,Checce
optimisticRDT1_SD+CTC+MaECT+CATT_16_Dilution ,0.789501824699722,0.931850704505514,0.865101893145785,0.998707554278023,0.99897210844759,0.998839828130941,Checce
optimisticRDT1_SD+CTC+MaECT_bc+CATT_16_Dilution ,0.792356999704085,0.931745849493693,0.866574685178643,0.998707554278023,0.99897210844759,0.998839828130941,Checce
optimisticRDT1_SD+CTC+QBC+CATT_16_Dilution ,0.789501824699722,0.931850704505514,0.865101893145785,0.998707554278023,0.99897210844759,0.998839828130941,Checce
optimisticRDT1_SD+MaECT+CATT_16_Dilution ,0.786163674076274,0.9305799332543,0.86210765434327,0.99870763256609,0.998972208067352,0.998839917083788,Checce
optimisticRDT1_SD+MaECT+MaECT_bc+CATT_16_Dilution ,0.792862082280941,0.932362542926141,0.867038384545238,0.998707554278023,0.99897210844759,0.998839828130941,Checce
optimisticRDT1_SD+MaECT+QBC+CATT_16_Dilution ,0.791233536391797,0.93238607572709,0.866278976153295,0.998707554278023,0.99897210844759,0.998839828130941,Checce
optimisticRDT1_SD+MaECT_bc+CATT_16_Dilution ,0.791383372438913,0.930282049697992,0.86539513655947,0.99870763256609,0.998972208067352,0.998839917083788,Checce
optimisticRDT1_SD+MaECT_bc+QBC+CATT_16_Dilution ,0.792862082280941,0.932362542926141,0.867038384545238,0.998707554278023,0.99897210844759,0.998839828130941,Checce
optimisticRDT1_SD+QBC+CATT_16_Dilution ,0.786163674076274,0.9305799332543,0.86210765434327,0.99870763256609,0.998972208067352,0.998839917083788,Checce
optimisticCATT_wb+CTC+MaECT+CATT_8_Dilution,0.42878135407442,0.769640589560136,0.583704352051628,0.999864143461861,0.999864221290468,0.999864182376164,CURRENT
